,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_home,games_against_away,home_team_overall_rating,away_team_overall_rating,odds_home,odds_draw,odds_away
12488,-5.0,19.0,3.0,7.0,0.0,0.0,704.0,843.0,0.14724936349889142,0.20681471039968152,0.6810027880134794
12502,11.0,-20.0,7.0,0.0,1.0,0.0,751.0,718.0,0.6604104378367283,0.2202953827717443,0.15436104130357967
12510,-16.0,3.0,1.0,5.0,1.0,1.0,746.0,792.0,0.2684841718216523,0.28970798239400575,0.4768747076963943
12511,-11.0,10.0,2.0,6.0,1.0,1.0,773.0,756.0,0.414554169810856,0.29637566377608376,0.3241370283251125
12516,6.0,-1.0,5.0,4.0,1.0,1.0,756.0,775.0,0.41280810618602803,0.30239022642951163,0.3198685292965126
12517,-5.0,3.0,3.0,5.0,1.0,0.0,738.0,716.0,0.4408068841735088,0.2986975090287226,0.2955624687098207
12519,-11.0,2.0,2.0,4.0,2.0,0.0,773.0,759.0,0.42474867893979534,0.292679118299384,0.31763906467287295
12524,7.0,18.0,5.0,6.0,1.0,2.0,844.0,827.0,0.4027970258311592,0.299304004995169,0.33296583108572414
12529,-18.0,-12.0,0.0,1.0,0.0,0.0,713.0,705.0,0.3787365944405602,0.30024771391605964,0.35608255355543256
12531,8.0,5.0,7.0,4.0,3.0,0.0,787.0,759.0,0.5290331076142453,0.2785307875047254,0.22750296679308163
12536,-2.0,-7.0,4.0,2.0,0.0,0.0,717.0,737.0,0.4043230875966698,0.2973682937046701,0.33337548061071237
12543,6.0,-2.0,4.0,3.0,2.0,0.0,822.0,735.0,0.6883220509659773,0.20371651093422546,0.14302830001184966
12544,-16.0,-13.0,0.0,2.0,0.0,1.0,715.0,763.0,0.25704710744688836,0.2845625215672164,0.4934572328979475
12546,-1.0,-15.0,4.0,1.0,1.0,2.0,745.0,715.0,0.593293199029655,0.25358700653328725,0.18818665634911003
12548,1.0,17.0,4.0,6.0,0.0,1.0,711.0,824.0,0.17765363302424486,0.24203863624205635,0.6153745926457511
12549,4.0,0.0,4.0,4.0,2.0,0.0,753.0,715.0,0.48566037548221186,0.29057189074230155,0.25883459568753875
12556,-10.0,5.0,1.0,6.0,0.0,1.0,701.0,760.0,0.2678553440382243,0.28675445351646156,0.48045706435736635
12559,-2.0,-6.0,5.0,2.0,1.0,0.0,749.0,741.0,0.49038631231356333,0.29251395958665605,0.2521665900118329
12562,7.0,-3.0,6.0,2.0,1.0,1.0,783.0,735.0,0.5973551443454188,0.2527009368302802,0.18501078073635324
12567,15.0,1.0,7.0,4.0,2.0,1.0,763.0,760.0,0.5348123891652727,0.2812469187801646,0.2190075539666149
12568,11.0,-5.0,7.0,3.0,1.0,0.0,801.0,750.0,0.5665225880131969,0.26994081272064774,0.19860346117820762
12574,-1.0,1.0,2.0,5.0,1.0,1.0,736.0,742.0,0.4810594723539848,0.28245682649778686,0.2715505630602807
12576,-4.0,6.0,4.0,5.0,1.0,2.0,745.0,788.0,0.31033666913965996,0.2939527403811057,0.4307774523912866
12581,-4.0,5.0,3.0,5.0,0.0,0.0,711.0,785.0,0.32189837848245784,0.30280274880964847,0.41036573461994597
12593,2.0,7.0,4.0,7.0,0.0,2.0,768.0,790.0,0.32433945845062,0.29707681744444675,0.4136505860169854
12594,-3.0,-1.0,2.0,3.0,0.0,2.0,730.0,761.0,0.4034642655763604,0.29639684135790023,0.3352057549777917
12597,-15.0,0.0,1.0,3.0,0.0,2.0,712.0,751.0,0.22808554050736712,0.2802885581277943,0.526692763276891
12600,-6.0,12.0,3.0,6.0,0.0,1.0,710.0,755.0,0.3101312973242693,0.29484780319941034,0.4300877613883727
12601,0.0,4.0,3.0,5.0,0.0,1.0,756.0,822.0,0.24184073641211032,0.28206213853297457,0.5111639869669675
12603,1.0,-8.0,3.0,3.0,0.0,2.0,774.0,745.0,0.571177353820532,0.26417543687957185,0.1997140712119484
12606,6.0,2.0,6.0,3.0,3.0,0.0,814.0,745.0,0.64105344242038,0.22986389583757272,0.16414952365409968
12609,9.0,-2.0,6.0,3.0,0.0,2.0,717.0,761.0,0.46255305941921615,0.29250143490517233,0.2800123675876638
12615,13.0,8.0,6.0,6.0,1.0,1.0,830.0,823.0,0.4545084705020771,0.29601466753796035,0.28454372387201493
12616,-1.0,2.0,2.0,3.0,0.0,1.0,746.0,788.0,0.37915884772923975,0.3062844604091518,0.34962355377366083
12622,2.0,0.0,3.0,3.0,1.0,1.0,789.0,767.0,0.4852937340666667,0.28693416471582867,0.262838963129557
12625,-2.0,16.0,2.0,7.0,0.0,2.0,749.0,812.0,0.222980311846969,0.26767484452749996,0.5444117055375834
12627,-6.0,5.0,2.0,3.0,0.0,2.0,743.0,760.0,0.3794648863463448,0.29976665042298806,0.3558353251427194
12654,7.0,7.0,5.0,4.0,0.0,2.0,747.0,764.0,0.3549081746004278,0.302106861891994,0.3780518254196305
12657,10.0,-3.0,6.0,2.0,2.0,0.0,816.0,755.0,0.6359798931265942,0.23364774902789387,0.16543921975756412
12660,-9.0,-9.0,3.0,2.0,0.0,1.0,723.0,702.0,0.42078618158515163,0.29493517583081436,0.31934550449608634
12662,1.0,-5.0,5.0,3.0,1.0,0.0,779.0,759.0,0.6349537095922282,0.2355692987809682,0.16454385353885598
12663,13.0,4.0,7.0,4.0,2.0,0.0,812.0,761.0,0.617489108575182,0.24137321426773237,0.17620453906913788
12670,-9.0,8.0,2.0,6.0,0.0,1.0,711.0,796.0,0.1996281961361462,0.25926922188198176,0.5761694438939244
12675,-21.0,-3.0,0.0,2.0,1.0,0.0,714.0,753.0,0.26612089607189476,0.2788772613936446,0.4900687044465129
12692,-1.0,4.0,4.0,5.0,0.0,2.0,773.0,804.0,0.26544986516384583,0.2836563583225297,0.4859606384256766
12697,-8.0,-3.0,3.0,3.0,1.0,1.0,725.0,769.0,0.36334263909546094,0.29775016685167943,0.3739740559649119
12698,6.0,0.0,5.0,2.0,0.0,0.0,772.0,707.0,0.6497922911751762,0.22559447031125082,0.15968010042562517
12702,-10.0,15.0,2.0,6.0,0.0,2.0,707.0,821.0,0.16827771572118708,0.2421081859728611,0.6246809602180041
12707,-8.0,-9.0,2.0,1.0,0.0,0.0,718.0,720.0,0.5007813301346367,0.2869046947961407,0.24738083698127497
12713,-11.0,-1.0,2.0,3.0,0.0,1.0,747.0,764.0,0.4038470200708984,0.29467140851285123,0.33654843332830264
12716,16.0,15.0,8.0,6.0,0.0,1.0,760.0,836.0,0.22636493402117006,0.2794270551745454,0.5292748727163369
12718,2.0,16.0,4.0,7.0,0.0,2.0,747.0,812.0,0.21033173299389224,0.2747697618447869,0.5499653670733731
12720,-1.0,14.0,3.0,7.0,0.0,1.0,753.0,760.0,0.48337160263901174,0.28962255070733,0.2620727085657105
12721,13.0,29.0,6.0,9.0,1.0,2.0,806.0,838.0,0.3520894705037787,0.30464339877717256,0.378333992631101
12722,13.0,6.0,5.0,5.0,2.0,0.0,830.0,763.0,0.6115945955295129,0.24824906653057383,0.17522319985196563
12728,-9.0,-22.0,2.0,0.0,1.0,0.0,743.0,719.0,0.5916209081818267,0.25329160070686996,0.1901543530233556
12733,-8.0,4.0,2.0,4.0,0.0,0.0,718.0,765.0,0.32253362417926384,0.29855198331046817,0.41398125442232037
